what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608512720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608516964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608527691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608531592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608538812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608542844
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1320608545635
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1320608545752
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1320608549404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.backwardHistory",1320608549408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608551212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608564306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320608565617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320608576136
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608576494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608579243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608582115
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608585823
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608592549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608594832
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608598570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320608601868
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1320608607572
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1320608627703
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.format",1320608633562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608641114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608646089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608654354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608674551
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608676137
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1320608682571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608684709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608688254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608692150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608693534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608697340
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608704165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608713083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1320608715539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1320608715733
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320608718540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320608724047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608725113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608728686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320608732462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1320608737226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320608741742
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320608744147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608753306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608759844
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608760607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1320608760614
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1320608763185
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1320608764947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320608765500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608767039
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608769455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608772113
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608772186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608772981
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openSearchDialog",1320608772998
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608773769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320608782870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608793523
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608795688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320608797906
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1320608800759
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1320608805222
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608807654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608812358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320608832462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608834718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608907174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608913816
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608924086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608931695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608935586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608937983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608941543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608957585
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608960708
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608967175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608969310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608970255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608973791
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608980635
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608982907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320608988974
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1320608993971
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1320608994862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320608999067
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609000190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609000679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609002718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320609008590
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320609011444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609011790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609013463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609018614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609019192
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.format",1320609019956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609028202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609062753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320609070157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609071307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609072839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320609077150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609095702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609097555
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320609100379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609105898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609106835
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320609107517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320609108820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320609111428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609113488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609114360
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1320609116434
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1320609119840
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609121004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609123394
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1320609127611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609131718
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1320609137386
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1320609137420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609137457
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1320609142009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1320609146491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1320609147022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1320609148573
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1320609149090
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320609149410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320609149909
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320609149940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320609149971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320609150004
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320609150037
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320609150067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320609150096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320609168649
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1320609171038
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1320609175299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609180530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320609180612
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1320609180618
